word,percentage_known,Prevalence
subsiding,0.99,2.085
subsidization,0.94,1.5219999999999998
subsidize,0.98,1.995
subsidized,0.98,1.9240000000000002
subsidizer,0.92,1.3459999999999999
subsidy,0.96,1.7080000000000002
subsist,0.89,1.185
subsistence,0.96,1.733
subsistent,0.94,1.531
subsoil,0.86,1.063
subsonic,0.94,1.493
subspace,0.93,1.439
subspecialist,0.92,1.3459999999999999
subspecialty,0.82,0.887
subspecies,0.97,1.859
substance,1.0,2.576
substandard,0.99,2.17
substantial,0.99,2.251
substantiality,0.93,1.4709999999999999
substantially,1.0,2.425
substantiate,0.97,1.8230000000000002
substantiation,0.93,1.429
substantive,0.96,1.703
substantively,0.9,1.258
substation,0.93,1.4509999999999998
substituent,0.71,0.546
substitutable,0.93,1.422
substitute,1.0,2.576
substituted,1.0,2.343
substituting,0.99,2.177
substitution,0.99,2.3209999999999997
substitutive,0.84,0.996
substrate,0.83,0.9570000000000001
substratum,0.78,0.769
substructure,0.98,1.986
subsumable,0.55,0.124
subsume,0.61,0.27
subsurface,0.95,1.615
subsystem,0.97,1.756
subtask,0.84,0.991
subtenant,0.85,1.032
subtend,0.41,-0.21899999999999997
subterfuge,0.89,1.193
subterranean,0.97,1.8430000000000002
subterraneous,0.91,1.307
subtest,0.87,1.1
subtext,1.0,2.441
subtitle,0.99,2.325
subtle,0.99,2.176
subtleness,0.96,1.735
subtlety,0.96,1.6580000000000001
subtly,0.96,1.74
subtonic,0.67,0.433
subtotal,0.99,2.245
subtract,1.0,2.338
subtraction,1.0,2.43
subtractive,0.87,1.1
subtrahend,0.17,-0.937
subtropical,0.98,1.979
subtropics,0.95,1.5619999999999998
subtype,0.96,1.6869999999999998
subunit,0.69,0.49700000000000005
suburb,0.99,2.31
suburban,0.99,2.1830000000000003
suburbanite,0.88,1.15
suburbanization,0.95,1.643
suburbanize,0.89,1.23
suburbanizing,0.87,1.09
suburbia,0.97,1.801
subvention,0.49,-0.036000000000000004
subversion,0.98,1.9180000000000001
subversive,0.97,1.8359999999999999
subvert,0.94,1.485
subway,1.0,2.4419999999999997
subwoofer,0.91,1.34
subzero,0.98,1.9369999999999998
subzone,0.88,1.166
succedanea,0.05,-1.597
succedaneum,0.09,-1.3419999999999999
succeed,1.0,2.4419999999999997
succeeding,1.0,2.33
success,0.99,2.312
successful,1.0,2.334
successfully,0.99,2.327
successfulness,0.84,0.9990000000000001
succession,1.0,2.4290000000000003
successional,0.87,1.0979999999999999
successive,0.99,2.198
successively,0.98,1.933
successiveness,0.79,0.805
successor,0.99,2.312
succinate,0.45,-0.125
succinct,0.88,1.175
succinctly,0.91,1.301
succinctness,0.84,0.9890000000000001
succinic,0.26,-0.635
succor,0.73,0.609
succotash,0.76,0.6859999999999999
succubae,0.56,0.147
succubus,0.8,0.815
succulence,0.95,1.5619999999999998
succulent,0.99,2.249
succulently,0.96,1.65
succumb,0.99,2.248
such,1.0,2.336
suchlike,0.59,0.23800000000000002
suck,1.0,2.4330000000000003
sucker,1.0,2.44
suckerfish,0.76,0.7040000000000001
suckfish,0.32,-0.45299999999999996
sucking,1.0,2.576
suckle,0.99,2.0669999999999997
suckling,0.99,2.301
sucrose,0.92,1.35
suction,0.98,2.001
sudation,0.21,-0.7879999999999999
sudden,1.0,2.426
suddenly,0.99,2.254
suddenness,0.97,1.83
sudoku,0.96,1.754
suds,0.92,1.405
sudsy,0.71,0.534
sue,0.99,2.248
suede,0.97,1.8519999999999999
suet,0.75,0.659
suety,0.22,-0.765
suffer,1.0,2.576
sufferable,0.98,1.912
sufferance,0.9,1.256
sufferer,0.99,2.25
suffering,1.0,2.576
suffice,0.98,1.9569999999999999
sufficiency,0.99,2.076
sufficient,0.99,2.259
sufficiently,0.99,2.316
sufficing,0.93,1.413
suffix,0.99,2.2030000000000003
suffixation,0.72,0.588
suffocate,0.99,2.322
suffocating,0.99,2.184
suffocation,1.0,2.424
suffocative,0.72,0.5770000000000001
suffrage,0.96,1.6569999999999998
suffragette,0.82,0.912
suffragist,0.83,0.9229999999999999
suffuse,0.77,0.743
suffused,0.77,0.7290000000000001
suffusion,0.69,0.501
sugar,0.99,2.255
sugarberry,0.53,0.07200000000000001
sugarbird,0.44,-0.152
sugarcane,0.96,1.6540000000000001
sugarcoat,0.97,1.83
sugared,0.95,1.624
sugarhouse,0.66,0.40700000000000003
sugariness,0.78,0.779
sugarless,0.97,1.81
sugarloaf,0.88,1.159
sugarplum,0.97,1.867
sugary,0.98,1.9369999999999998
suggest,1.0,2.576
suggestibility,0.95,1.6119999999999999
suggestible,0.96,1.67
suggesting,0.99,2.171
suggestion,1.0,2.437
suggestive,1.0,2.434
suggestively,0.99,2.234
suggestiveness,0.96,1.723
sui,0.18,-0.895
suicidal,0.99,2.23
suicide,1.0,2.454
suing,0.89,1.214
suit,1.0,2.33
suitability,1.0,2.576
suitable,0.99,2.197
suitableness,0.83,0.9329999999999999
suitably,0.98,2.023
suitcase,0.99,2.161
suite,1.0,2.576
suiting,0.99,2.084
suitor,0.98,1.96
sukiyaki,0.39,-0.27
sukkah,0.16,-0.9990000000000001
sulcus,0.15,-1.0190000000000001
sulfa,0.43,-0.163
sulfadiazine,0.46,-0.091
sulfanilamide,0.42,-0.21100000000000002
sulfate,0.92,1.393
sulfathiazole,0.28,-0.575
sulfide,0.9,1.232
sulfite,0.84,0.9690000000000001
sulfonamide,0.51,0.027000000000000003
sulfonic,0.47,-0.078
sulfur,0.95,1.5930000000000002
sulfuric,0.95,1.62
sulfurous,0.94,1.5419999999999998
sulk,0.99,2.301
sulkily,0.85,1.014
sulkiness,0.93,1.445
sulky,0.98,1.936
sullage,0.25,-0.665
sullen,0.97,1.786
sullenly,0.93,1.4580000000000002
sullenness,0.92,1.359
sully,0.92,1.347
sulphate,0.96,1.655
sulphur,0.98,1.9180000000000001
sulphuric,0.93,1.4709999999999999
sulphurous,0.92,1.391
sultan,0.96,1.712
sultana,0.63,0.33799999999999997
sultanate,0.52,0.049
sultrily,0.65,0.381
sultriness,0.92,1.3730000000000002
sultry,0.98,1.975
sum,1.0,2.332
sumac,0.61,0.271
summa,0.47,-0.081
summand,0.2,-0.8220000000000001
summarily,0.89,1.196
summarization,0.92,1.367
summarize,0.99,2.2319999999999998
summarizer,0.84,0.995
summary,1.0,2.44
summate,0.66,0.39899999999999997
summation,0.93,1.466
summative,0.76,0.71
summed,0.95,1.5659999999999998
summer,0.99,2.23
summerhouse,0.88,1.163
summering,0.69,0.483
summerlike,0.81,0.877
summertime,0.98,1.915
summerwood,0.53,0.081
summery,0.66,0.40700000000000003
summit,1.0,2.576
summiteer,0.47,-0.08199999999999999
summitry,0.28,-0.562
summon,0.99,2.123
summons,0.99,2.325
sumo,0.94,1.555
sump,0.65,0.368
sumpter,0.4,-0.261
sumptuary,0.41,-0.226
sumptuous,0.91,1.314
sumptuously,0.91,1.329
sumptuousness,0.92,1.3459999999999999
sun,0.99,2.182
sunbath,0.89,1.214
sunbathe,0.99,2.154
sunbather,0.98,1.9409999999999998
sunbathing,1.0,2.576
sunbeam,0.99,2.105
sunbed,0.89,1.23
sunbelt,0.86,1.077
sunbird,0.8,0.8340000000000001
sunbonnet,0.82,0.9079999999999999
sunbow,0.46,-0.105
sunburn,0.99,2.32
sunburned,0.99,2.241
sunburnt,0.95,1.567
sunburst,0.96,1.7380000000000002
sundae,0.93,1.442
sunday,0.99,2.125
sundeck,0.93,1.432
sunder,0.78,0.763
sundew,0.54,0.11
sundial,0.98,1.942
sundog,0.5,0.0
sundown,0.99,2.0669999999999997
sundowner,0.63,0.315
sundress,0.95,1.56
sundries,0.94,1.5019999999999998
sundry,0.94,1.505
sunfish,0.88,1.153
sunflower,1.0,2.576
sung,0.97,1.7919999999999998
sunglass,0.91,1.2990000000000002
sunglasses,1.0,2.437
sunglow,0.76,0.698
sunk,1.0,2.434
sunken,0.97,1.874
sunlamp,0.9,1.261
sunless,0.96,1.6740000000000002
sunlight,0.99,2.144
sunlit,0.97,1.8119999999999998
sunny,1.0,2.437
sunray,0.92,1.375
sunrise,1.0,2.438
sunroof,0.99,2.252
sunroom,0.98,1.892
sunscald,0.35,-0.368
sunscreen,0.99,2.254
sunset,1.0,2.439
sunshade,0.93,1.4780000000000002
sunshine,1.0,2.576
sunshiny,0.65,0.392
sunspot,0.98,2.03
sunstone,0.77,0.743
sunstroke,0.97,1.844
sunstruck,0.83,0.951
suntan,0.94,1.5430000000000001
suntanned,0.95,1.6019999999999999
suntrap,0.68,0.46
sunup,0.59,0.237
sunward,0.75,0.669
sunwards,0.68,0.46299999999999997
sup,0.64,0.368
super,1.0,2.435
superabundance,0.87,1.104
superabundant,0.84,0.991
superabundantly,0.78,0.757
superagency,0.79,0.782
superannuate,0.56,0.14
superannuation,0.62,0.3
superb,0.99,2.26
superbike,0.74,0.634
superbly,0.95,1.6380000000000001
superbowl,0.97,1.764
superbug,0.88,1.135
supercar,0.8,0.836
supercargo,0.75,0.672
supercenter,0.86,1.073
supercharge,0.97,1.858
supercharged,0.98,1.9509999999999998
supercharger,0.96,1.6880000000000002
supercilious,0.88,1.153
superciliously,0.81,0.8690000000000001
superciliousness,0.79,0.807
superclass,0.81,0.87
supercomputer,0.94,1.516
superconducting,0.93,1.426
superconductive,0.96,1.665
superconductivity,0.97,1.78
superconductor,0.97,1.875
supercontinent,0.91,1.335
supercritical,0.92,1.3719999999999999
superego,0.91,1.291
supereminence,0.64,0.36200000000000004
supererogation,0.29,-0.544
supererogatory,0.36,-0.345
superexcellent,0.47,-0.07
superficial,0.99,2.237
superficiality,0.93,1.476
superficially,0.98,1.9
superficies,0.39,-0.275
superfine,0.81,0.855
superfluid,0.87,1.121
superfluity,0.68,0.474
superfluous,0.94,1.5430000000000001
superfluously,0.89,1.192
supergene,0.75,0.667
supergiant,0.72,0.583
superglue,0.97,1.804
supergun,0.66,0.42
superhard,0.68,0.473
superheat,0.85,1.021
superheated,0.92,1.4040000000000001
superhero,0.99,2.063
superhighway,0.94,1.499
superhuman,0.99,2.086
superhumanly,0.85,1.015
superimpose,0.96,1.663
superimposed,0.98,1.903
superimposition,0.88,1.14
superincumbent,0.71,0.551
superintend,0.79,0.784
superintendant,0.95,1.6280000000000001
superintendence,0.65,0.389
superintendent,0.99,2.17
superior,1.0,2.334
superiority,0.99,2.221
superiorly,0.77,0.7240000000000001
superjacent,0.37,-0.341
superjet,0.82,0.9009999999999999
superlative,0.96,1.726
superlatively,0.94,1.5490000000000002
superluminal,0.7,0.521
superlunary,0.53,0.084
superman,0.98,1.985
supermarket,1.0,2.437
supermodel,0.98,1.939
supermom,0.84,0.968
supernal,0.41,-0.233
supernatant,0.35,-0.38799999999999996
supernatural,0.99,2.245
supernaturalism,0.95,1.599
supernaturally,0.99,2.072
supernormal,0.87,1.0959999999999999
supernova,0.98,1.982
supernumerary,0.68,0.45799999999999996
superordinate,0.76,0.7
superoxide,0.73,0.596
superphosphate,0.73,0.603
superpose,0.56,0.14400000000000002
superposed,0.55,0.121
superposition,0.83,0.93
superpower,0.99,2.234
superrich,0.58,0.207
supersaturate,0.9,1.258
superscalar,0.48,-0.053
superscript,0.93,1.476
superscription,0.69,0.499
supersede,0.87,1.1159999999999999
supersensible,0.75,0.67
supersensitive,0.96,1.649
supersensory,0.94,1.51
supersession,0.71,0.542
superset,0.82,0.893
supersize,0.98,1.962
supersonic,1.0,2.4419999999999997
superstar,1.0,2.576
superstition,0.98,1.931
superstitious,0.99,2.2640000000000002
superstitiously,0.97,1.767
superstore,0.99,2.092
superstring,0.74,0.627
superstructure,0.96,1.7469999999999999
supertanker,0.83,0.93
supertonic,0.64,0.35600000000000004
supervene,0.53,0.087
supervise,0.97,1.869
supervisee,0.72,0.583
supervision,0.99,2.227
supervisor,0.99,2.247
supervisorial,0.77,0.738
supervisory,0.98,2.035
superwoman,0.96,1.7080000000000002
supinator,0.4,-0.239
supine,0.79,0.7879999999999999
supinely,0.68,0.45899999999999996
supper,1.0,2.576
suppertime,0.93,1.415
supping,0.72,0.59
supplant,0.86,1.0490000000000002
supplanter,0.8,0.8170000000000001
supple,0.97,1.8840000000000001
supplely,0.48,-0.044000000000000004
supplement,0.99,2.145
supplemental,0.99,2.117
supplementary,1.0,2.4290000000000003
supplementation,0.98,1.932
suppleness,0.97,1.7630000000000001
suppliant,0.83,0.929
suppliantly,0.61,0.27899999999999997
supplicant,0.9,1.273
supplicate,0.87,1.131
supplicating,0.88,1.178
supplication,0.92,1.3869999999999998
supplier,1.0,2.4330000000000003
supply,1.0,2.576
support,1.0,2.576
supportability,0.93,1.45
supportable,0.98,2.055
supportably,0.75,0.677
supporter,0.99,2.322
supporting,1.0,2.4459999999999997
supportive,0.99,2.259
supposable,0.75,0.6779999999999999
supposal,0.56,0.158
suppose,1.0,2.438
supposed,1.0,2.425
supposedly,0.99,2.188
supposing,0.97,1.8730000000000002
supposition,0.98,1.982
suppositional,0.87,1.088
suppositious,0.49,-0.019
supposititious,0.38,-0.313
suppository,0.96,1.719
suppress,0.99,2.314
suppressant,0.96,1.7009999999999998
suppressed,1.0,2.3369999999999997
suppresser,0.9,1.244
suppressible,0.95,1.6369999999999998
suppression,0.99,2.249
suppressive,0.98,2.032
suppressor,0.98,2.0
suppurate,0.42,-0.191
suppuration,0.43,-0.16399999999999998
supra,0.63,0.315
supraliminal,0.49,-0.03
supranational,0.55,0.136
supraorbital,0.66,0.42100000000000004
suprarenal,0.4,-0.24100000000000002
supremacist,0.94,1.5119999999999998
supremacy,0.99,2.1630000000000003
supreme,1.0,2.436
supremely,0.99,2.1069999999999998
supremeness,0.78,0.77
surcease,0.39,-0.27899999999999997
surcharge,0.96,1.714
surcingle,0.08,-1.354
surd,0.14,-1.081
sure,1.0,2.437
surefire,0.92,1.402
surefooted,0.94,1.534
surely,1.0,2.329
sureness,0.91,1.325
surety,0.7,0.515
surf,0.99,2.254
surface,1.0,2.437
surfaced,1.0,2.4330000000000003
surfacing,0.99,2.122
surfactant,0.55,0.11800000000000001
surfbird,0.35,-0.38799999999999996
surfboard,0.99,2.307
surfboarding,0.96,1.744
surfboat,0.65,0.381
surfeit,0.66,0.40399999999999997
surfer,1.0,2.336
surficial,0.27,-0.612
surge,1.0,2.332
surgeon,1.0,2.334
surgeonfish,0.58,0.209
surgery,0.99,2.255
surgical,1.0,2.335
surgically,0.99,2.324
surging,0.99,2.181
surliness,0.93,1.4240000000000002
surloin,0.44,-0.149
surly,0.96,1.7309999999999999
surmise,0.93,1.413
surmised,0.93,1.416
surmount,0.93,1.4469999999999998
surmountable,0.95,1.5930000000000002
surmounted,0.93,1.4680000000000002
surname,1.0,2.423
surpass,0.99,2.325
surpassing,1.0,2.4330000000000003
surpassingly,0.87,1.121
surplice,0.49,-0.037000000000000005
surplus,1.0,2.335
surprise,1.0,2.576
surprised,0.99,2.319
surprising,1.0,2.447
surprisingly,1.0,2.576
surreal,1.0,2.434
surrealism,0.97,1.879
surrealist,0.98,1.922
surrealistic,0.95,1.584
surrealistically,0.85,1.0290000000000001
surrender,0.99,2.164
surreptitious,0.89,1.213
surreptitiously,0.89,1.192
surreptitiousness,0.86,1.084
surrey,0.8,0.828
surrogacy,0.94,1.504
surrogate,0.98,2.0540000000000003
surround,0.99,2.144
surrounded,0.99,2.167
surrounding,1.0,2.4419999999999997
surroundings,1.0,2.437
surtax,0.53,0.071
surveillance,0.99,2.155
survey,1.0,2.448
surveying,0.99,2.25
surveyor,0.99,2.084
survivability,0.96,1.673
survivable,0.97,1.875
survival,0.99,2.2359999999999998
survivalist,0.98,1.9809999999999999
survive,1.0,2.576
surviving,1.0,2.336
survivor,0.99,2.254
survivorship,0.83,0.951
susceptibility,0.98,1.963
susceptible,0.98,1.98
susceptibleness,0.8,0.841
susceptibly,0.93,1.413
susceptive,0.81,0.85
sushi,0.99,2.262
suspect,1.0,2.344
suspected,0.99,2.261
suspecter,0.59,0.218
suspend,1.0,2.3369999999999997
suspended,1.0,2.445
suspender,0.98,1.933
suspenders,1.0,2.329
suspense,0.99,2.241
suspenseful,0.95,1.5619999999999998
suspension,0.99,2.254
suspensor,0.56,0.153
suspensory,0.72,0.578
suspicion,0.98,2.041
suspicious,1.0,2.443
suspiciously,1.0,2.428
suspiciousness,0.96,1.7519999999999998
suspiration,0.37,-0.32799999999999996
suspire,0.3,-0.53
suss,0.59,0.223
sustain,0.99,2.123
sustainability,0.99,2.171
sustainable,1.0,2.576
sustained,0.99,2.3169999999999997
sustainer,0.92,1.396
sustaining,0.98,1.93
sustainment,0.89,1.224
sustenance,0.96,1.692
sustentation,0.39,-0.26899999999999996
sustentative,0.42,-0.192
sustention,0.32,-0.455
susurration,0.26,-0.648
susurrus,0.19,-0.865
sutra,0.68,0.461
suttee,0.23,-0.723
suture,0.86,1.068
suzerain,0.15,-1.025
suzerainty,0.16,-0.961
svelte,0.8,0.833
swab,0.98,1.913
swabber,0.69,0.499
swaddle,0.96,1.706
swaddling,0.96,1.746
swag,0.98,2.0
swage,0.29,-0.54
swagger,0.99,2.129
swaggerer,0.71,0.5529999999999999
swaggering,0.97,1.806
swaggeringly,0.79,0.81
swagman,0.48,-0.057
swain,0.79,0.787
swale,0.49,-0.033
swallow,0.99,2.293
swallower,0.96,1.705
swallowtail,0.87,1.09
swallowwort,0.16,-0.99
swam,0.97,1.819
swami,0.58,0.205
swamp,0.99,2.061
swampland,0.94,1.501
swampy,0.97,1.8330000000000002
swan,0.99,2.202
swank,0.91,1.296
swanker,0.46,-0.11
swanking,0.6,0.24600000000000002
swanky,0.95,1.587
swanlike,0.86,1.073
swanskin,0.26,-0.645
swansong,0.85,1.011
swap,0.99,2.142
swapper,0.91,1.339
swapping,1.0,2.439
sward,0.3,-0.528
swarf,0.21,-0.799
swarm,1.0,2.424
swarming,0.98,1.956
swart,0.22,-0.779
swarthiness,0.86,1.069
swarthy,0.83,0.9470000000000001
swash,0.77,0.743
swashbuckler,0.94,1.5019999999999998
swashbuckling,0.94,1.5190000000000001
swashing,0.63,0.33299999999999996
swashy,0.44,-0.157
swastika,0.96,1.726
swat,0.97,1.8319999999999999
swatch,0.9,1.245
swath,0.84,0.975
swathe,0.88,1.139
swatter,0.91,1.3159999999999998
sway,1.0,2.576
swayable,0.89,1.214
swayback,0.76,0.6990000000000001
swayed,0.99,2.073
swaying,1.0,2.432
swear,0.99,2.244
swearer,0.86,1.081
swearword,0.8,0.82
sweat,0.99,2.322
sweatband,0.98,1.912
sweatbox,0.87,1.131
sweated,0.93,1.436
sweater,1.0,2.334
sweathouse,0.94,1.507
sweatiness,0.95,1.6380000000000001
sweating,1.0,2.448
sweatpants,0.98,1.936
sweatshirt,0.99,2.176
sweatshop,0.99,2.271
sweatsuit,0.97,1.7630000000000001
sweaty,0.99,2.173
sweep,0.99,2.309
sweepback,0.64,0.35600000000000004
sweeper,0.99,2.322
sweeping,1.0,2.576
sweepingly,0.94,1.4880000000000002
sweepings,0.95,1.619
sweepstake,0.98,1.986
sweet,1.0,2.343
sweetbread,0.98,1.9580000000000002
sweetbrier,0.54,0.11
sweetcorn,0.91,1.3030000000000002
sweeten,0.98,2.055
sweetener,0.99,2.1109999999999998
sweetening,0.99,2.13
sweetheart,0.99,2.26
sweetie,0.99,2.1830000000000003
sweetish,0.78,0.755
sweetly,0.99,2.113
sweetmeat,0.83,0.941
sweetness,1.0,2.441
sweetshop,0.88,1.159
sweetsop,0.28,-0.568
swell,1.0,2.431
swelled,0.99,2.105
swellfish,0.27,-0.602
swellhead,0.44,-0.14300000000000002
swelling,0.99,2.249
swelter,0.95,1.639
sweltering,0.98,1.99
swelteringly,0.87,1.109
swept,0.99,2.31
swerve,0.97,1.847
swift,0.99,2.215
swifter,0.94,1.506
swiftly,1.0,2.576
swiftness,0.99,2.266
swig,0.93,1.44
swill,0.89,1.205
swim,1.0,2.339
swimmable,0.92,1.35
swimmer,1.0,2.435
swimmeret,0.12,-1.17
swimming,1.0,2.4419999999999997
swimmingly,0.98,1.886
swimmingpool,0.67,0.42200000000000004
swimmy,0.45,-0.135
swimsuit,1.0,2.576
swimwear,0.99,2.128
swindle,1.0,2.432
swindler,0.98,1.8880000000000001
swindling,0.99,2.1630000000000003
swine,0.99,2.238
swineherd,0.68,0.462
swing,0.99,2.204
swinge,0.34,-0.406
swinger,1.0,2.334
swinging,1.0,2.3409999999999997
swingman,0.71,0.562
swingy,0.7,0.517
swinish,0.38,-0.308
swinishly,0.38,-0.29100000000000004
swinishness,0.34,-0.396
swipe,1.0,2.576
swiper,0.94,1.489
swipes,0.99,2.235
swirl,1.0,2.432
swirly,0.98,2.016
swish,0.95,1.597
swisher,0.8,0.835
swishing,0.98,2.0140000000000002
swishy,0.88,1.137
switch,0.99,2.322
switchback,0.93,1.444
switchblade,0.99,2.173
switchboard,1.0,2.436
switched,1.0,2.431
switcher,0.94,1.484
switcheroo,0.78,0.769
switchgear,0.66,0.42200000000000004
switching,1.0,2.576
switchman,0.8,0.8390000000000001
switchover,0.94,1.5490000000000002
switchyard,0.67,0.436
swither,0.4,-0.25
swivel,0.99,2.168
swiveled,0.96,1.694
swizzle,0.86,1.055
swollen,1.0,2.436
swollenness,0.88,1.149
swoon,0.98,1.8980000000000001
swooned,0.99,2.061
swooning,0.98,1.923
swoony,0.68,0.462
swoop,0.99,2.252
swoosh,0.95,1.578
sword,1.0,2.44
swordfish,1.0,2.431
swordplay,0.97,1.834
swordsman,0.99,2.131
swordsmanship,0.97,1.835
swordstick,0.62,0.313
swordswoman,0.91,1.2919999999999998
swordtail,0.74,0.627
swore,1.0,2.3480000000000003
sworn,0.99,2.156
swot,0.42,-0.2
swum,0.58,0.196
swung,0.98,1.945
sybarite,0.33,-0.43700000000000006
sybaritic,0.38,-0.293
sycamore,0.97,1.7790000000000001
sycophancy,0.8,0.831
sycophant,0.82,0.893
sycophantic,0.79,0.8059999999999999
sycophantically,0.78,0.75
sycophantism,0.77,0.73
syllabi,0.84,0.977
syllabic,0.93,1.435
syllabically,0.75,0.654
syllabicate,0.42,-0.20800000000000002
syllabication,0.46,-0.099
syllabification,0.57,0.17600000000000002
syllabify,0.41,-0.233
syllable,0.99,2.25
syllabub,0.39,-0.284
syllabus,0.98,1.995
syllogism,0.63,0.341
syllogistic,0.64,0.35700000000000004
syllogistically,0.53,0.078
syllogistics,0.56,0.161
sylph,0.56,0.156
sylphlike,0.51,0.034
sylvan,0.66,0.40399999999999997
symbiosis,0.97,1.777
symbiotic,0.99,2.064
symbiotically,0.94,1.556
symbol,1.0,2.576
symbolic,0.99,2.259
symbolical,0.87,1.093
symbolically,0.98,1.96
symbolism,0.99,2.246
symbolist,0.92,1.35
symbolization,0.93,1.422
symbolize,1.0,2.443
symmetric,0.98,2.003
symmetrical,0.99,2.234
symmetrically,0.98,1.9
symmetry,0.98,2.004
sympathetic,1.0,2.576
sympathetically,0.99,2.176
sympathize,1.0,2.334
sympathizer,0.96,1.719
sympathizing,0.99,2.13
sympathy,1.0,2.432
sympatric,0.29,-0.555
symphonic,0.99,2.113
symphonious,0.81,0.8540000000000001
symphonist,0.89,1.222
symphonize,0.84,0.992
symphony,1.0,2.428
symposia,0.74,0.623
symposium,0.94,1.515
symptom,0.99,2.327
symptomatic,0.97,1.834
symptomatically,0.95,1.645
symptomatology,0.69,0.485
symptomless,0.94,1.53
synagogue,0.98,1.9909999999999999
synapse,0.95,1.5619999999999998
synapses,0.93,1.466
synaptic,0.88,1.171
sync,0.98,2.051
synch,0.88,1.1340000000000001
synchromesh,0.35,-0.373
synchronal,0.65,0.389
synchronic,0.86,1.048
synchronically,0.76,0.693
synchronicity,0.96,1.705
synchronism,0.96,1.75
synchronistic,0.94,1.4809999999999999
synchronistical,0.6,0.256
synchronization,0.98,1.96
synchronize,0.99,2.269
synchronized,1.0,2.434
synchronizer,0.99,2.108
synchronous,0.9,1.245
synchronously,0.8,0.8290000000000001
synchrony,0.82,0.8859999999999999
synchrotron,0.37,-0.332
synclinal,0.21,-0.7859999999999999
syncline,0.24,-0.713
syncopate,0.81,0.8690000000000001
syncopated,0.83,0.948
syncopation,0.82,0.9179999999999999
syncope,0.5,-0.009000000000000001
syncretic,0.45,-0.122
syncretism,0.42,-0.201
syncretistic,0.39,-0.28
syncytium,0.21,-0.804
syndic,0.27,-0.62
syndical,0.49,-0.037000000000000005
syndicalism,0.51,0.013000000000000001
syndicate,0.99,2.097
syndication,0.97,1.8419999999999999
syndicator,0.93,1.4509999999999998
syndrome,0.99,2.319
syne,0.41,-0.228
synecdoche,0.37,-0.33899999999999997
synergetic,0.94,1.501
synergic,0.88,1.1420000000000001
synergism,0.86,1.071
synergist,0.9,1.2670000000000001
synergistic,0.91,1.3
synergistically,0.86,1.058
synergize,0.97,1.77
synergy,0.96,1.7269999999999999
synesthesia,0.8,0.8140000000000001
synod,0.58,0.196
synodic,0.43,-0.17
synonym,0.99,2.074
synonymic,0.69,0.48200000000000004
synonymous,0.99,2.23
synonymously,0.97,1.796
synonymy,0.77,0.727
synopses,0.92,1.365
synopsis,0.99,2.161
synopsize,0.81,0.877
synoptic,0.89,1.2
synoptically,0.8,0.835
synovial,0.45,-0.126
synovitis,0.31,-0.486
syntactic,0.77,0.742
syntactical,0.74,0.645
syntactically,0.81,0.857
syntagmatic,0.34,-0.42
syntax,0.96,1.679
synth,0.76,0.693
syntheses,0.93,1.411
synthesis,1.0,2.449
synthesize,1.0,2.437
synthesizer,1.0,2.438
synthetic,0.99,2.22
synthetically,0.99,2.1069999999999998
syphilis,0.98,1.9180000000000001
syphilitic,0.81,0.851
syphon,0.87,1.089
syrah,0.43,-0.168
syringa,0.15,-1.0290000000000001
syringe,0.99,2.241
syringes,0.97,1.869
syrinx,0.18,-0.9079999999999999
syrup,1.0,2.576
syrupy,0.9,1.2819999999999998
system,0.99,2.2569999999999997
systematic,1.0,2.428
systematical,0.91,1.296
systematically,0.99,2.2159999999999997
systematization,0.92,1.355
systematize,0.85,1.015
systemic,0.96,1.706
systemically,0.96,1.751
systemization,0.93,1.465
systemize,0.92,1.381
systole,0.48,-0.057999999999999996
systolic,0.79,0.812
t,0.21,-0.795
ta,0.49,-0.02
tab,0.99,2.255
tabard,0.48,-0.047
tabasco,0.96,1.713
tabby,0.93,1.444
tabernacle,0.91,1.341
tablature,0.7,0.505
table,0.99,2.326
tableau,0.87,1.119
tableaux,0.84,0.966
tablecloth,0.99,2.141
tabled,0.95,1.598
tableful,0.82,0.915
tableland,0.34,-0.40299999999999997
tablemate,0.83,0.956
tables,1.0,2.576
tablespoon,1.0,2.436
tablespoonful,0.92,1.4
tablet,1.0,2.576
tabletop,0.99,2.26
tableware,0.98,1.933
tabling,0.71,0.561
tabloid,0.98,1.996
taboo,0.99,2.147
tabor,0.41,-0.21600000000000003
taboret,0.14,-1.075
tabula,0.64,0.361
tabular,0.78,0.767
tabularize,0.59,0.22399999999999998
tabulate,0.89,1.185
tabulated,0.88,1.155
tabulation,0.89,1.208
tabulator,0.83,0.9279999999999999
tachistoscope,0.27,-0.612
tachograph,0.55,0.114
tachometer,0.82,0.9009999999999999
tachometry,0.72,0.5820000000000001
tachycardia,0.75,0.68
tachymeter,0.62,0.29100000000000004
tachymetry,0.49,-0.024
tachyon,0.45,-0.127
tachypnea,0.29,-0.557
tacit,0.83,0.932
tacitly,0.85,1.022
taciturn,0.83,0.9490000000000001
taciturnity,0.67,0.436
taciturnly,0.74,0.631
tack,0.99,2.175
tackiness,0.98,1.935
tacking,0.96,1.733
tackle,1.0,2.332
tackled,0.99,2.322
tackler,0.96,1.661
tackling,0.99,2.061
tacky,0.99,2.169
taco,0.98,1.9709999999999999
taconite,0.17,-0.9490000000000001
tact,0.99,2.316
tactful,0.99,2.1719999999999997
tactfully,0.99,2.325
tactfulness,0.97,1.838
