"word","AoA","Prevalence","concreteness","valence","arousal","dominance"
"arsenic","12","2.14","4.29","3","4.7","3.46"
"arson","10","1.98","3.66","2.26","5.41","3.78"
"arsonist","10","1.95","3.96","2.5","6.95","3.42"
"art","2","2.44","4.17","6.85","4.48","6.02"
"artery","6","1.66","4.48","4.29","4.09","4.78"
"arthritis","6","2.08","3.5","2.32","4.27","2.63"
"artichoke","13","2.34","4.63","5.3","3.5","5.48"
"article","4","2.43","4.33","5.68","3.5","5.68"
"articulate","12","2.2","2.2","6.55","4.27","6.89"
"artifact","12","2.11","4.5","6.2","4.95","5.73"
"artificial","4","2.44","2.93","3.86","4.17","4.55"
"artillery","6","2.08","4.31","4.1","4.56","4.64"
"artist","2","2.44","4.24","6.76","4.1","6.95"
"artistic","4","2.32","2.14","7","5","6.86"
"artistry","8","2.19","2","6.91","4.71","7.43"
"asbestos","8","1.79","4.52","2.24","4.38","3.05"
"ascend","8","2.35","2.66","6.19","4.13","5.58"
"ascendant","12","1.69","2.24","5.29","3.23","5.78"
"ascension","12","1.71","2.37","5.77","5.36","5.45"
"ascertain","8","1.74","2.11","5.3","3.17","6.29"
"ashamed","4","2.44","1.74","2.52","5.65","4.63"
"ashtray","4","2.34","4.97","3.52","3.48","5.56"
"asinine","12","1.32","1.67","5.05","4.63","4.81"
"ask","2","2.43","2.52","5.95","3.48","6.29"
"asleep","2","2.33","3.71","6.5","2","4.33"
"asparagus","6","2.18","4.96","5.43","2.73","5.67"
"aspect","8","2.27","1.82","4.89","3.39","4.76"
"aspen","13","1.38","4.59","6.57","4.11","5.5"
"asphalt","8","2.01","4.83","4.46","3.2","4.62"
"asphyxiation","10","1.7","3.63","1.53","6.91","2.54"
"aspiration","8","2.58","1.81","6.26","5","5.94"
"aspire","8","2.16","1.53","6.43","3.68","6.85"
"aspirin","4","2.06","4.76","5.3","3.35","5.12"
"ass","2","2.27","4.67","5.45","5.43","3.61"
"assailant","10","2.03","3.96","3.24","5.7","3"
"assassin","6","2.44","4.43","2.11","5.82","3.36"
"assassinate","6","1.95","3","3.27","6.38","3.23"
"assassination","6","2.1","3.8","1.83","6.2","4"
"assault","6","2.43","3.41","2.05","6.8","3.49"
"assemble","6","2.43","3.67","5.14","3.52","6.28"
"assembly","6","2.43","3.79","5.47","3.95","4.82"
"assemblyman","13","1.32","3.74","5","3.12","5.21"
"assert","12","2.33","2.03","5.68","4.64","5.93"
"assertive","12","2.32","2.07","5.37","5.55","6.04"
"assess","10","1.95","2.26","5.84","3.45","5.21"
"assessment","8","2.31","2.11","5.22","2.75","5.44"
"assign","6","2.18","2.86","4.75","3.71","5.74"
"assignment","4","2.58","3.86","5.39","4.45","6"
"assimilate","14","1.65","2.17","4.63","4.15","5.15"
"assist","6","2.32","2.52","5.95","3.76","6.41"
"assistance","4","2.26","2.25","5.82","3.82","6.45"
"assistant","4","2.33","4.07","5.91","4.8","6.37"
"associate","6","2.43","3.41","5.2","3.11","4.88"
"association","6","2.33","2.3","5.5","3.67","6.14"
"assorted","6","2.24","3.15","5.82","3.52","5.41"
"assortment","4","2.44","2.5","5.64","3.88","5.79"
"assume","6","2.11","1.75","4.41","4.2","6.21"
"assumption","8","2.31","1.84","4.3","4.14","5.03"
"assurance","8","2.25","1.76","5.95","2.81","6.07"
"assure","6","2.58","2.43","6.33","3.1","6.52"
"asterisk","12","1.68","4","5.38","2.78","5.72"
"asteroid","6","2.34","4.86","4.95","5.6","3.68"
"asthma","8","2.44","3.71","2.45","4.5","3.54"
"astonish","6","2.24","1.7","5.55","5.38","6"
"astound","8","2.32","1.93","6.3","5.05","5.56"
"astral","12","0.79","2.26","5.32","5.13","5.26"
"astrology","8","2.58","2.48","4.79","4.18","4.67"
"astronaut","2","2.22","4.75","6.73","4.4","5.32"
"astronomical","10","2.44","2.92","6.37","5","5.14"
"astronomy","4","2.58","3.03","6","4.33","5.21"
"astute","12","1.64","1.85","6.22","3.16","6"
"asylum","8","2.2","4.41","3.24","5.55","3.52"
"atheist","12","2.33","2.93","4.64","4.76","5.41"
"athlete","4","2.15","4.3","6.21","4.75","5.96"
"athletic","4","2.34","2.69","6.76","5","6.11"
"athletics","4","2.58","3.65","6.14","4.93","6.15"
"atlas","2","2.58","4.79","5.95","2.5","5.7"
"atmosphere","4","2.44","3.04","6.05","4","4.86"
"atom","6","2.22","3.34","5.74","4.29","5.39"
"atomic","6","2.34","2.93","4.26","5.85","3.96"
"atone","13","1.59","1.88","5.6","4","5.65"
"atrocious","12","1.8","1.69","3.14","4.12","4.35"
"atrocity","10","1.6","2.15","2.95","5","2.96"
"atrophy","14","1.54","2.86","3.16","3.86","4"
"attach","4","2.32","3.33","5.26","3.81","4.7"
"attachment","4","2.24","3.04","6","2.96","6.32"
"attack","4","2.43","3.71","2","7.05","3.39"
"attain","10","1.98","2.18","5.85","3.11","7.08"
"attempt","6","2.34","2.22","6","4.94","5.67"
"attend","2","2.33","3.17","5.4","3.5","6.7"
"attendance","4","2.12","3.07","5.95","4.24","5.59"
"attendant","10","2.33","4.44","5.63","3.14","5.09"
"attention","2","2.58","2.3","6.68","4.05","6.47"
"attentive","8","2.24","1.78","6.43","4.37","6.62"
"attest","13","1.52","1.89","5.1","3.68","6.26"
"attire","12","2.44","4.47","6.16","3.95","5.78"
"attitude","6","2.43","1.97","4.72","4.76","5.88"
"attorney","6","2.08","4.52","3.67","4.8","5.53"
"attract","6","2.58","2.73","6.38","5.35","5.6"
"attraction","6","2.34","2.24","7","5.4","4.62"
"attractive","4","2.58","2.64","7.19","4.91","6.81"
"attribute","10","2.16","2.33","5.67","4.12","6"
"auburn","6","1.87","3.72","5.89","3.62","5.61"
"auction","4","2.24","3.93","5.43","4.5","5.33"
"auctioneer","4","2.22","4.55","5.09","4","5.37"
"audacious","13","1.99","1.63","5.11","4.28","5.41"
"audacity","12","1.93","1.62","5.2","4.1","5.33"
"audible","8","2.34","3.23","6.05","4.45","6.26"
"audience","4","2.43","4.29","5.89","4.91","5.14"
"audio","6","2.34","3.5","6.56","4.29","5.96"
"audit","12","1.95","3.15","2.82","5.78","3.68"
"audition","8","2.44","3.66","5.2","4.24","6"
"auditor","10","1.94","3.38","3.26","3.7","5.2"
"auditorium","4","2.43","4.7","6.05","4.45","5.05"
"auditory","12","2.24","3.07","5.05","4.5","6.11"
"aunt","2","2.43","4.17","6.56","2.71","4.28"
"auntie","6","1.92","4.48","6.24","3.58","5.79"
"aura","13","1.95","2.67","6.45","4.7","5.65"
"auspicious","14","1.59","1.96","4.76","3.39","5.5"
"authentic","6","2.58","2.31","6.91","4.55","6.58"
"authenticate","8","2.25","2.28","5.1","4.36","5.78"
"authenticity","12","2.08","1.74","6.81","4.42","6.23"
"author","2","2.43","4.26","6.33","2.73","6.38"
"authority","6","2.44","2.34","4.76","5.35","5.19"
"authorization","8","2.58","2.45","5.86","4.32","4.77"
"authorize","10","2.11","2.22","5.37","4.67","6.54"
"auto","2","2.13","4","5","4.95","5.7"
"autobiography","6","2.33","3.74","5.79","2.85","6.5"
"autograph","4","2.27","4.23","6.21","3.55","6.1"
"automatic","4","2.16","2.82","6.05","3.7","5.27"
"automobile","2","2.16","4.96","5.45","3.91","6"
"automotive","10","2.12","4.19","5.37","4.5","5.38"
"autonomy","14","2.02","2.04","5.05","4.09","6.19"
"autopsy","8","2.02","4.29","2.62","4.36","3.22"
"autumn","2","2.58","3.27","7.12","3.21","5.17"
"auxiliary","10","1.99","2.64","5.26","3.61","5.81"
"avail","12","1.83","1.33","5.42","3.77","6"
"available","6","2.44","2.11","6.86","4.04","6.59"
"avalanche","6","2.11","4.32","4","6.55","3.24"
"avenge","6","2.04","2.07","4.05","6.35","5.92"
"avenue","2","2.23","4","5.74","3.3","5.18"
"average","4","2.58","2.4","4.89","3.29","5.59"
"aversion","13","1.92","1.85","4","5.14","4.81"
"avert","10","1.68","2.41","5.16","3.62","5.22"
"aviation","2","2.32","3.39","5.9","4.05","5.62"
"aviator","8","2.45","4.57","6.39","4.67","6.13"
"avid","12","1.98","1.72","5.74","4.32","5.71"
"avocado","8","2.23","4.89","6.32","4.05","5.22"
"avoid","4","2.32","2.41","4.1","3.92","4.81"
"avoidance","6","2.05","1.86","3.35","4.95","4.88"
"await","4","2.14","1.54","5.33","2.91","4.71"
"awake","2","2.33","3.32","6.76","5.5","6.68"
"awaken","2","2.58","3.45","6.05","4.29","6.09"
"awakening","4","2.43","3.07","6.41","4.67","6.54"
"award","2","2.23","4.14","7.86","5.85","6.9"
"aware","6","2.33","2","6.86","4.7","7.05"
"awe","6","2.24","1.89","6.85","3.83","5.85"
"awesome","10","2.44","1.83","7.86","6.05","7.11"
"awful","2","2.23","1.92","2.28","4.86","3.06"
"awkward","4","2.07","2","2.95","4.55","4.25"
"awkwardness","6","2.24","2.34","3.86","4.65","4.13"
"awning","8","1.6","4.61","5.79","2.9","5.29"
"axe","4","2.33","5","3.48","5.64","5.55"
"axis","8","2.17","3.57","4.19","3.92","5.59"
"axle","4","1.7","4.5","4.67","2.45","5.3"
"babble","6","2.13","3.31","4.55","4","4.74"
"babe","4","2.16","3.67","6.86","4.25","6.79"
"baboon","4","2.02","4.92","5.55","5.11","4.96"
"baby","2","2.25","5","6.67","4.97","4.94"
"bachelor","4","2.17","4.32","5.58","4.14","5.13"
"back","2","2.58","4.33","4.76","2.59","5.22"
"backboard","6","1.83","4.93","4.7","3.41","5.47"
"backbone","6","2.58","4.19","5.16","4.05","6.4"
"backdoor","2","1.73","4.5","4.86","3.85","5.43"
"backdrop","8","2.24","4.48","5.45","2.7","5.27"
"backer","8","1.59","2.8","4.73","3.53","5.62"
"backfire","4","2.2","2.86","3","4.79","3.5"
"backgammon","10","1.98","4.47","5.6","2.06","4.83"
"background","2","2.32","3.26","5.05","3.67","5.57"
"backhand","6","2.18","3.88","3.5","4.61","4.9"
"backside","8","2.58","4.07","4.58","3.68","5.22"
"backtrack","2","2.25","2.59","4.26","3.15","5.3"
"backwater","10","1.83","3.04","4.33","3.84","5"
"backwoods","6","1.18","3.22","5","2.57","5.21"
"backyard","2","2.26","4.57","6.1","3.88","6.79"
"bacon","2","2.33","4.9","7.52","4.16","6.11"
"bacteria","6","2.45","4.14","3.3","4.24","3.44"
"bad","2","2.58","1.68","3.24","4.86","3.56"
"badge","4","2.41","4.93","5.24","4.4","5.75"
"badger","8","2.44","4.37","4.63","4.35","4.58"
"bag","2","2.25","4.9","5.05","3.43","5.62"
"bagel","10","2.02","5","6.32","3.6","5.17"
"baggage","2","2.58","4.43","4.5","4","5.95"
"baggy","4","2.15","3.61","4.45","4.05","5.21"
"bail","6","2.25","3.86","3.79","3.91","4"
"bailiff","14","1.23","4.5","3.95","4.33","4.86"
"bait","2","2.31","4.45","4","3.5","5.95"
"bake","2","2.24","4.21","7.2","5","6.83"
"bakery","2","2.14","4.83","6.79","3.86","5.74"
"balance","2","2.32","2.89","6.84","4.13","5.47"
"balcony","4","2.43","4.68","6.11","4","5.09"
"bald","4","2.35","4.69","2.85","3.71","4.5"
"bale","2","1.76","4.3","4.9","2.78","4.91"
"ball","2","2.14","5","6.14","3.48","5.47"
"ballad","8","2.01","3.88","6.33","3.6","6.32"
"ballast","14","1.23","3.14","4.67","4.06","4.86"
"ballerina","8","2.12","4.61","6.79","3.73","5.59"
"ballet","4","2.16","4.04","6.86","3.72","5.62"
"ballistics","13","1.9","3.12","4.05","5.58","4.71"
"balloon","2","2.44","4.92","6.84","3.9","5.45"
"ballot","6","1.91","4.73","5.29","4.15","5.45"
"ballroom","4","2.58","4.7","5.75","4.27","5.67"
"balm","12","2.16","3.68","6.24","3.36","5.58"
"balmy","10","1.68","2.8","5.23","4.23","5.47"
"bamboo","2","2.44","4.86","6.33","3.2","5.6"
"ban","8","2.33","2.37","3.38","5.2","5.86"
"banana","2","2.33","5","6.71","3.21","6.05"
"band","2","2.58","4.68","6.44","4.52","5.56"
"bandage","4","2.26","4.85","3.63","3.64","4.4"
"bandanna","10","1.06","5","5.26","3.15","5.42"
"bandit","4","2.58","4.36","3.88","5.18","4.77"
"bandstand","8","1.55","4.19","5.81","3.54","5.25"
"bang","4","2.34","3.77","5.1","6.09","4.89"
"banish","8","2.17","2.41","3.85","4.71","4.64"
"banister","4","2.19","4.75","5.42","2.55","5.83"
"banjo","2","2.12","4.9","6.35","3.53","5.09"
"bank","2","2.32","4.78","6","4.19","4.78"
"banker","4","2.43","4.43","4.89","3.38","5.32"
"banking","2","2.58","3.55","5.47","4.24","4.74"
"bankrupt","6","2.24","3.24","2.21","5.49","3.41"
"bankruptcy","6","1.94","2.68","2.52","5.39","3.31"
"banner","4","2.58","4.8","5.17","3.55","5.17"
"banquet","4","2.25","4","6.11","4.57","5"
"banshee","13","1.81","3.12","3.58","5.09","4.15"
"banter","13","1.92","2.85","5.48","3.5","5.27"
"baptism","4","2.34","3.41","6.62","3.96","5.23"
"baptize","4","2.15","3.83","5.59","3.32","6.57"
"bar","2","2.32","4.67","5","4.53","5.48"
"barbarian","8","2.34","3.52","3.14","6.26","3.67"
"barbaric","8","1.93","2.5","3.43","5.6","4.31"
"barbecue","4","2.04","4.52","7.1","5.55","5.59"
"barbed","8","1.84","3.81","3.75","5.1","4.58"
"barber","2","2.43","4.59","4.89","3.18","5.91"
"bare","2","2.58","3.21","5.5","4.65","5.58"
"barefoot","2","2.26","4.62","6.91","4.33","6.82"
"barf","12","1.69","4.61","2.32","5","3.71"
"bargain","4","2.22","2.59","7.63","5.48","6.11"
"barge","4","2.2","4.66","5.44","3.15","4.52"
"baritone","8","1.72","3.67","6.05","4","4.74"
"bark","2","2.58","4.52","4.86","3.4","4.82"
"barley","4","2.36","4.59","4.95","3.62","5.79"
"barmaid","8","1.57","4.17","4.85","4.6","4.59"
"barman","12","1.24","4.46","5.28","4.95","4.74"
"barn","2","2.58","4.79","6.16","3.57","5.65"
"barnacle","10","1.98","4.92","5.27","3.52","3.68"
"barnyard","4","2.07","4.79","5.65","2.55","5.15"
"barometer","8","2.11","4.57","5","2.88","3.82"
"baron","8","2.1","4.14","3.9","3.88","4.95"
"baroness","10","1.44","3.92","4.75","4.36","5.53"
"barracuda","8","2.06","5","4.85","5.16","3.47"
"barrel","4","2.26","4.86","4.92","3.43","4.94"
"barren","8","1.71","3.2","3.79","3.59","3.7"
"barricade","6","2.12","4.57","4.32","4.23","4.77"
"barrier","6","2.58","4.41","4.47","4.7","4.88"
"bartender","2","2.17","4.82","5.63","4.95","6.15"
"barter","12","2.11","2.96","5.64","4.74","6.45"
"base","4","2.58","3.86","5.68","3.1","6.37"
"baseball","2","2.23","4.86","5.79","3.15","6.05"
"baseman","4","1.15","4.11","5.19","3.95","5.05"
"basement","4","2.42","4.89","4.81","3.33","5.26"
"bash","4","2.23","3.52","3.68","5.14","4.46"
"bashful","2","2.44","2.19","5.55","4.36","4.74"
"basic","4","2.42","2.26","5.5","2.95","6.05"
"basil","13","1.99","4.76","6.43","3.82","5.36"
"basin","4","1.99","4.63","5.47","2.77","4.75"
"basis","8","2.23","1.83","5.42","2.68","5.18"
"bask","12","1.88","3.03","6.37","3.86","6.17"
"basket","2","2.33","5","5.66","2.48","5.3"
"basketball","2","2.43","4.97","5.67","4.35","5.05"
"bass","4","2.33","4.31","5.23","4.87","5.89"
"bastard","10","2.31","3.14","3.31","5.1","2.59"
"bat","2","2.27","5","4.81","4.57","4.29"
"batch","4","2.25","3.8","5.57","3.29","5.43"
"bath","2","2.16","4.85","7","3.25","6.64"
"bathe","2","1.73","4.19","7.5","3.15","6.5"
"bathhouse","6","1.97","4.69","5.32","4","5.68"
"bathing","4","2.14","4.07","6.14","3.23","6.93"
"bathrobe","4","2.34","5","6.48","4.05","5.47"
"bathroom","2","2.43","4.52","5.26","2.86","5.25"
"bathtub","2","2.25","4.92","6.26","3.63","5.91"
"baton","6","2.12","4.64","4.63","3.64","5.38"
"battalion","8","1.58","3.75","5.14","4.76","4.77"
"batter","2","2.32","4.41","5.24","3.85","6"
"battery","4","2.44","4.67","4.26","3.95","4.35"
"battle","2","2.58","4","3.52","6.25","5.63"
"battlefield","4","2.23","4.54","3.89","6.48","4.05"
"battleground","2","2.16","4.04","4.09","5.76","4.09"
"battleship","2","2.43","4.81","4.43","3.41","5.3"
"batty","6","1.54","2","4.44","4.05","4.21"
"bauble","14","1.13","3.23","5.71","3.83","4.67"
"bawl","4","1.59","3.52","3.58","4.86","4.14"
"bay","6","2.44","4.81","7.23","3.26","4.86"
"bayonet","6","1.64","4.77","4.68","4.45","5.17"
"bayou","12","1.04","4.54","6.2","3.81","5.44"
"bazaar","8","1.85","3.63","6.42","5.9","5.48"
"bazooka","2","2.24","4.66","5.37","6.1","4.04"
"be","2","2.03","1.85","6.18","3.43","5.5"
"beach","2","2.34","4.79","7.21","5.1","5.7"
"beacon","8","2.58","4.38","5.18","4.52","5.32"
"bead","4","2.17","4.9","6.05","3.4","3.91"
"beak","2","2.02","4.96","4.9","2.81","4.28"
"beaker","8","2.1","4.72","5.5","3.79","6"
"beam","2","2.44","3.96","5.74","3.59","6.54"
"bean","2","2.44","5","6","2.95","5.6"
"beanbag","2","2.23","4.96","5.88","3","6.17"
"beanie","8","2.05","4.74","5.58","3.58","5.36"
"bear","2","2.19","4.88","5.33","4.5","3.59"
"bearable","6","2.34","2.25","5.72","3.57","5.47"
"beard","4","2.44","4.96","5.09","3.18","5.42"
"bearer","8","1.9","3.58","4.95","4.7","5.67"
"beast","4","2.27","4.63","4.42","5.83","4.08"
"beastly","8","2.43","2.26","4.19","6.22","4.38"
"beat","2","2.27","3.97","4.38","5.52","5.59"
"beater","12","2.1","3.62","3.06","4.22","4.84"
"beautiful","2","2.43","2.16","7.61","5.71","6.17"
"beauty","2","2.44","2.93","7.58","4.89","5.6"
"beaver","2","2.58","4.68","5","4.05","5.15"
"bebop","10","0.67","2.54","6.26","3.95","5.25"
"become","4","2.44","1.54","6.32","3.43","6.18"
"bed","2","2.35","5","7.16","3","6.73"
"bedding","6","2.27","4.61","5.05","3.65","6"
"bedroom","2","2.58","4.9","7","4.9","6.84"
"bedside","4","2.58","3.92","5.89","2.96","5.93"
"bedspread","2","2.16","4.85","6.05","2.7","6"
"bedtime","2","2.24","2.9","6.57","3.76","7.05"
"bee","2","2.33","4.88","3.68","5.65","5.32"
"beef","2","2.12","4.74","6.11","4.37","6.32"
"beefsteak","2","1.7","4.76","5.53","4.05","5.61"
"beehive","2","2.18","4.93","4.26","5.39","4.47"
"beer","4","2.35","4.88","5.67","4.3","5.33"
"beeswax","2","2.02","4.88","5.15","3.62","5.53"
"beetle","2","2.17","4.83","4.2","4.45","5.93"
"befall","12","1.44","1.72","3.91","4.24","4.27"
"befriend","6","2.45","2.36","7.14","4.25","6.32"
"beg","4","2.32","2.96","3.72","4.65","3.17"
"beggar","4","2.06","4.59","2.92","4.29","4.16"
"begin","2","2.16","2.56","6.44","2.85","5.72"
"beginner","4","2.42","2.73","5.15","3.5","4.79"
"beginning","2","2.58","2.5","6.39","3","5.72"
"begrudge","12","2","1.89","3.95","4.47","5.33"
"behave","4","2.44","1.78","6.25","3.72","7.05"
"behavior","4","2.12","2.19","5.28","4.27","5.88"
"behold","8","2.58","1.67","6.48","3.88","6.59"
"beholden","10","1.41","1.69","5.05","3.24","4.84"
"beige","10","2.18","3.41","5.26","2.6","5.05"
"belated","8","2.13","1.89","4.21","3.19","5.32"
"belch","6","2.02","4.14","4.18","4.77","4.75"
"belief","2","2.33","1.19","6.14","3.95","7.18"
"believable","4","2.34","1.46","6.89","4.05","5.3"
"believe","2","2.58","1.55","7.05","3.33","6.56"
"believer","4","2.32","2.73","5.64","4.1","6.4"
"belittle","12","1.94","2.1","2.7","4.05","2.92"
"bell","2","2.43","4.96","5.67","4.7","6.16"
"bellboy","4","1.81","4.39","4.95","3.13","5.08"
"bellhop","4","1.3","4.42","5.47","4","5.37"
"belligerent","10","1.84","2.29","3.11","5","3.56"
"bellman","12","1.14","4.89","5.35","3.25","4.93"
"bellow","6","1.96","3.42","4.63","4.75","6.26"
"belly","2","2.58","4.8","4.37","3.75","4.96"
"bellyful","4","0.92","3.16","5.85","3.28","5.17"
"belong","2","2.58","1.43","6.5","2.9","5.44"
"belongings","2","2.26","3.88","6.09","3.96","6.17"
"beloved","4","2.19","2.14","7.38","4.91","6.85"
"belt","2","2.58","4.9","4.44","3.45","5.75"
"bench","2","2.58","4.87","5.5","3.46","5.81"
"bend","2","2.34","3.88","5.75","4.4","6"
"benefactor","10","2","3.36","6","2.95","4.5"
"beneficial","10","2.32","1.77","6.61","4.18","6.3"
"beneficiary","8","2.19","3","6.19","4.45","6.5"
"benefit","6","2.58","2.25","6.87","3.53","6.25"
"benevolence","12","1.76","1.63","6.29","4.35","5.43"
"benevolent","12","1.87","1.44","5.95","3.6","5"
"benign","12","1.68","1.89","5.86","3.26","6"
"benzene","12","0.93","4.2","4.53","3.95","4.92"
"bequeath","12","1.7","2","4.64","4.39","5.6"
"bereavement","14","1.56","2.33","3.2","4.45","3.97"
"beret","10","1.42","4.8","5.05","3.78","4.79"
"berserk","10","1.55","2.35","3.75","5.08","4.29"
"bestow","12","1.89","2.07","6.5","3.8","6.27"
"bet","2","2.44","3.1","4.95","4.76","5.5"
"beta","10","2.09","2.84","5.55","3.6","4.41"
"betray","6","2.26","2.17","2.52","5.33","3.86"
"betrayal","6","2.24","1.76","2.24","5.71","3.12"
"beverage","4","2.44","4.6","7.17","3.38","6.58"
"beware","6","2.44","2","3.3","5.24","5.32"
"bias","12","2.34","1.68","3.95","4.27","5.44"
"biased","12","2","1.52","4.21","5.52","4.57"
"bib","2","1.78","4.79","5.78","3.57","5.16"
"biblical","6","2.43","1.97","6.52","3.73","5.3"
"bicentennial","12","1.73","2.81","6.3","4.7","5.5"
"biceps","10","2.32","4.93","5.95","4.42","6.45"
"bicker","8","1.72","3.15","2.81","5.13","4.54"
"bicycle","2","2.23","4.89","6.71","3.95","6.2"
"bid","4","2.33","2.71","5.16","4","5.67"
"bidder","6","1.68","3.4","5.39","3.5","5.32"
"bidding","8","2.19","2.69","5.29","4.91","5.76"
"bide","12","1.55","1.73","4.5","3.61","5.41"
"big","2","2.43","3.66","5.64","4.33","5.61"
"bigamy","8","1.31","2.64","3.15","4.36","4.21"
"bigot","13","1.82","3.11","2.75","5.37","3.12"
"bigotry","14","1.96","2.38","2.24","6.15","4.53"
"bike","2","2.34","5","6.1","3.62","5.89"
"bikini","4","2.34","4.96","5.57","5.43","5.57"
"bilateral","12","2.01","2.7","5.23","2.86","5.23"
"bile","8","1.92","4.46","2.61","4.1","3.5"
"bill","2","2.58","4.68","3.11","4","4"
"billboard","6","2.16","4.83","4.25","4","5.15"
"billion","2","2.44","3.79","6.8","5.44","6.5"
"billionaire","6","2.43","3.22","6","6.75","6.36"
"bin","4","2.04","4.72","4.95","3.04","5.21"
"binary","12","2.16","3","4.58","3.29","4.6"
"bind","6","2.32","3.4","4.82","4.53","4.24"
"binder","6","2.45","4.89","5.16","3.17","5.29"
"binding","6","2.43","3.39","4.15","4.21","4.27"
"binge","12","2.25","3.1","3.53","5.18","5.21"
"bingo","2","2.58","4","5.62","5","5.23"
"binoculars","4","2.43","5","5.57","2.58","6.1"
"biochemistry","10","2.24","3.4","5.48","3.67","5.14"
